"St","Name","Version","Arch","Description","Licenses"
"ii","python3-simplejson","3.16.0-2ubuntu2","amd64","simple, fast, extensible JSON encoder/decoder for Python 3.x","MIT"
"ii","python3-six","1.14.0-2","all","Python 2 and 3 compatibility library (Python 3 interface)","Expat"
"ii","python3-soupsieve","1.9.5+dfsg-1","all","modern CSS selector implementation for BeautifulSoup (Python 3)","Expat"
"ii","python3-speechd","0.9.1-4","all","Python interface to Speech Dispatcher","GFDL-NIV-1.2+ GFDL-NIV-1.2+ or GPL-2+ GPL-2+ GPL-3+ with tex exception LGPL-2.1+ other public-domain"
"ii","python3-sqlalchemy","1.3.12+ds1-1ubuntu2","all","SQL toolkit and Object Relational Mapper for Python 3","Expat"
"ii","python3-sqlalchemy-ext","1.3.12+ds1-1ubuntu2","amd64","SQL toolkit and Object Relational Mapper for Python3 - C extension","Expat"
"ii","python3-systemd","234-3build2","amd64","Python 3 bindings for systemd","LGPL-2.1+"
"ii","python3-talloc:amd64","2.3.0-3ubuntu1","amd64","hierarchical pool based memory allocator - Python3 bindings","BSD-3 GPL-3.0+ ISC LGPL-3.0+ PostgreSQL"
"ii","python3-tdb","1.4.2-3build1","amd64","Python3 bindings for TDB","BSD-3 GPL-3.0+ ISC LGPL-3.0+ PostgreSQL"
"ii","python3-tinycss2","1.0.2-1","all","Low-level CSS parser (Python3 version)","BSD-3-clause CC0"
"ii","python3-tz","2019.3-1","all","Python3 version of the Olson timezone database","Expat"
"ii","python3-unidecode","1.1.1-3build1","all","ASCII transliterations of Unicode text (Python 3 module)","GPL-2+"
"ii","python3-unidiff","0.5.5-2","all","Unified diff Python parsing/metadata extraction library (Python 3)","Expat"
"ii","python3-uno","1:6.4.6-0ubuntu0.20.04.1","amd64","Python-UNO bridge","Apache-2.0 CC-BY-SA-3.0 CC0-1.0 Expat GPL-2 GPL-2+ GPL-3+ LGPL-2 LGPL-3 LGPL-3+ MPL-1.1 MPL-1.1 or GPL-2 or LGPL-2 MPL-2.0 other"
"ii","python3-update-manager","1:20.04.10.1","all","python 3.x module for update-manager","GPL LGPL"
"ii","python3-uritemplate","0.6-4","all","implementation of RFC6570 - Python 3.x","Apache-2"
"ii","python3-urllib3","1.25.8-2ubuntu0.1","all","HTTP library with thread-safe connection pooling for Python3","Expat PSF-2"
"ii","python3-virtualenv","20.0.17-1","all","Python virtual environment creator","Expat"
"ii","python3-wadllib","1.3.3-3build1","all","Python 3 library for navigating WADL files","LGPL-3.0"
"ii","python3-webencodings","0.5.1-1ubuntu1","all","Python implementation of the WHATWG Encoding standard","BSD-3-clause Expat"
"ii","python3-wheel","0.34.2-1","all","built-package format for Python","Expat/MIT GPL-3"
"ii","python3-xapp","2.0.1","all","Python 3 XApp library","LGPL-2"
"ii","python3-xdg","0.26-1ubuntu1","all","Python 3 library to access freedesktop.org standards","LGPL-2"
"ii","python3-xkit","0.5.0ubuntu4","all","library for the manipulation of xorg.conf files (Python 3)","GPL"
"ii","python3-xlib","0.23-2build1+lmtr","all","interface for Python 3 to the X11 protocol","GPL-2"
"ii","python3-yaml","5.3.1-1","amd64","YAML parser and emitter for Python3","See project repository"
"ii","python3-zeroconf","0.24.4-0ubuntu1","all","Pure Python implementation of multicast DNS service discovery (Python3)","LGPL-2.1+"
"ii","python3-zipp","1.0.0-1","all","pathlib-compatible Zipfile object wrapper - Python 3.x","Expat"
"ii","python3.8","3.8.5-1~20.04","amd64","Interactive high-level object-oriented language (version 3.8)","GPL-2"
"ii","python3.8-dev","3.8.5-1~20.04","amd64","Header files and a static library for Python (v3.8)","GPL-2"
"ii","python3.8-minimal","3.8.5-1~20.04","amd64","Minimal subset of the Python language (version 3.8)","GPL-2"
"ii","qml-module-org-kde-bluezqt:amd64","5.68.0-0ubuntu1","amd64","QML wrapper for bluez","LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","qml-module-org-kde-games-core","4:19.12.3-1ubuntu1","amd64","kde-games-core QtDeclarative QML support","BSD-2-clause CMAKE Expat-like-Carddecks Expat-like-Highscore GPL-2+ GPL-3+ LGPL-2 LGPL-2+"
"ii","qml-module-org-kde-kconfig:amd64","5.68.0-0ubuntu2","amd64","provides integration of QML and KDE Frameworks - kconfig","BSD-3-clause Expat GPL GPL-2+ GPL-2+3+KDEeV LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","qml-module-org-kde-kirigami2","5.68.0-0ubuntu2","amd64","set of QtQuick components targeted for mobile use","LGPL-2+ LGPL-2.1+3+KDEeV"
"ii","qml-module-org-kde-kquickcontrols:amd64","5.68.0-0ubuntu2","amd64","provides integration of QML and KDE frameworks - kquickcontrols","BSD-3-clause Expat GPL GPL-2+ GPL-2+3+KDEeV LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","qml-module-org-kde-kquickcontrolsaddons:amd64","5.68.0-0ubuntu2","amd64","provides integration of QML and KDE Frameworks - kquickcontrolsaddons","BSD-3-clause Expat GPL GPL-2+ GPL-2+3+KDEeV LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV LGPL-2.1-QTexception-1.1"
"ii","qml-module-org-kde-newstuff:amd64","5.68.0-0ubuntu2","amd64","Support for downloading application assets from the network.","GPL LGPL-2 LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","qml-module-org-kde-purpose:amd64","5.68.0-0ubuntu1","amd64","abstraction to provide and leverage actions of a specific kind, qml bindings","BSD-3-clause GPL-2+ LGPL-2+ LGPL-2.1+ LGPL-2.1+3+KDEeV"
"ii","qml-module-qtgraphicaleffects:amd64","5.12.8-0ubuntu1","amd64","Qt 5 Graphical Effects module","GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2"
"ii","qml-module-qtqml-models2:amd64","5.12.8-0ubuntu1","amd64","Qt 5 Models2 QML module","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qml-module-qtquick-controls:amd64","5.12.8-0ubuntu2","amd64","Qt 5 Quick Controls QML module","Apache-2.0 BSD-3-clause GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2 bitstream-vera"
"ii","qml-module-qtquick-controls2:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 Qt Quick Controls 2 QML module","BSD-3-clause Expat GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2, OFL-1.1"
"ii","qml-module-qtquick-dialogs:amd64","5.12.8-0ubuntu2","amd64","Qt 5 Dialogs QML module","Apache-2.0 BSD-3-clause GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2 bitstream-vera"
"ii","qml-module-qtquick-layouts:amd64","5.12.8-0ubuntu1","amd64","Qt 5 Quick Layouts QML module","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qml-module-qtquick-privatewidgets:amd64","5.12.8-0ubuntu2","amd64","Qt 5 Private Widgets QML module","Apache-2.0 BSD-3-clause GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2 bitstream-vera"
"ii","qml-module-qtquick-templates2:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 Qt Quick Templates 2 QML module","BSD-3-clause Expat GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2, OFL-1.1"
"ii","qml-module-qtquick-window2:amd64","5.12.8-0ubuntu1","amd64","Qt 5 window 2 QML module","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qml-module-qtquick2:amd64","5.12.8-0ubuntu1","amd64","Qt 5 Qt Quick 2 QML module","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qml-module-ubuntu-onlineaccounts:amd64","0.6+17.04.20170405-0ubuntu4","amd64","Expose the Online Accounts API to QML applications","LGPL-2.1"
"ii","qt-fsarchiver","0.8.5.18~0ubuntu1hamonikr3","amd64","Program to back up and restore partitions,","GPL-2+ GPL3"
"ii","qt5-default:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 development defaults package","Apache-2.0 BSD-2-clause BSD-3-clause Bitstream CC0-1.0 Expat FTL GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-2+ or FTL GPL-3 GPL-3 with Qt-1.0 exception Harfbuzz Hybrid-BSD ICC LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2+ Unicode W3C Zlib brg-endian libjpeg libpng public-domain"
"ii","qt5-gtk-platformtheme:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 GTK+ 3 platform theme","Apache-2.0 BSD-2-clause BSD-3-clause Bitstream CC0-1.0 Expat FTL GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-2+ or FTL GPL-3 GPL-3 with Qt-1.0 exception Harfbuzz Hybrid-BSD ICC LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2+ Unicode W3C Zlib brg-endian libjpeg libpng public-domain"
"ii","qt5-gtk2-platformtheme:amd64","5.0.0+git23.g335dbec-3ubuntu4","amd64","Qt 5 extra widget styles - GTK+ 2 Platform theme","GPL-3 LGPL-2.1 LGPL-2.1 with Qt-1.1 exception LGPL-2.1 with Qt-1.1 exception or GPL-3"
"ii","qt5-image-formats-plugins:amd64","5.12.8-0ubuntu1","amd64","Qt 5 Image Formats module","BSD-3-clause BSD-libtiff GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception LGPL-3 LGPL-3 or GPL-2"
"ii","qt5-qmake:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 qmake Makefile generator tool","Apache-2.0 BSD-2-clause BSD-3-clause Bitstream CC0-1.0 Expat FTL GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-2+ or FTL GPL-3 GPL-3 with Qt-1.0 exception Harfbuzz Hybrid-BSD ICC LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2+ Unicode W3C Zlib brg-endian libjpeg libpng public-domain"
"ii","qt5-qmake-bin","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 qmake Makefile generator tool — binary file","Apache-2.0 BSD-2-clause BSD-3-clause Bitstream CC0-1.0 Expat FTL GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-2+ or FTL GPL-3 GPL-3 with Qt-1.0 exception Harfbuzz Hybrid-BSD ICC LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2+ Unicode W3C Zlib brg-endian libjpeg libpng public-domain"
"ii","qt5-qmltooling-plugins:amd64","5.12.8-0ubuntu1","amd64","Qt 5 qmltooling plugins","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qt5-style-plugin-cleanlooks:amd64","5.0.0+git23.g335dbec-3ubuntu4","amd64","Qt 5 extra widget styles - Cleanlooks","GPL-3 LGPL-2.1 LGPL-2.1 with Qt-1.1 exception LGPL-2.1 with Qt-1.1 exception or GPL-3"
"ii","qt5-style-plugin-motif:amd64","5.0.0+git23.g335dbec-3ubuntu4","amd64","Qt 5 extra widget styles - Motif","GPL-3 LGPL-2.1 LGPL-2.1 with Qt-1.1 exception LGPL-2.1 with Qt-1.1 exception or GPL-3"
"ii","qt5-style-plugin-plastique:amd64","5.0.0+git23.g335dbec-3ubuntu4","amd64","Qt 5 extra widget styles - Plastique","GPL-3 LGPL-2.1 LGPL-2.1 with Qt-1.1 exception LGPL-2.1 with Qt-1.1 exception or GPL-3"
"ii","qt5-style-plugins:amd64","5.0.0+git23.g335dbec-3ubuntu4","amd64","Qt 5 extra widget styles","GPL-3 LGPL-2.1 LGPL-2.1 with Qt-1.1 exception LGPL-2.1 with Qt-1.1 exception or GPL-3"
"ii","qt5ct","0.39-1build3","amd64","Qt5 Configuration Utility","BSD-2-clause"
"ii","qtbase5-dev:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 base development files","Apache-2.0 BSD-2-clause BSD-3-clause Bitstream CC0-1.0 Expat FTL GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-2+ or FTL GPL-3 GPL-3 with Qt-1.0 exception Harfbuzz Hybrid-BSD ICC LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2+ Unicode W3C Zlib brg-endian libjpeg libpng public-domain"
"ii","qtbase5-dev-tools","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 base development programs","Apache-2.0 BSD-2-clause BSD-3-clause Bitstream CC0-1.0 Expat FTL GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-2+ or FTL GPL-3 GPL-3 with Qt-1.0 exception Harfbuzz Hybrid-BSD ICC LGPL-3 LGPL-3 or GPL-2 LGPL-3 or GPL-2+ Unicode W3C Zlib brg-endian libjpeg libpng public-domain"
"ii","qtchooser","66-2build1","amd64","Wrapper to select between Qt development binary versions","BSD-3-clause GPL-3 LGPL-2.1 LGPL-2.1 with Digia-1.1 exception LGPL-2.1 with Digia-1.1 exception or GPL-3"
"ii","qtdeclarative5-dev:amd64","5.12.8-0ubuntu1","amd64","Qt 5 declarative development files","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qtdeclarative5-dev-tools","5.12.8-0ubuntu1","amd64","Qt 5 declarative development programs","BSD-2-clause BSD-3-clause BSD-3-clause-Ecma CC0 GFDL-NIV-1.3 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2.1 LGPL-3 LGPL-3 or GPL-2+ MPL-1.1"
"ii","qtscript5-dev:amd64","5.12.8+dfsg-0ubuntu1","amd64","Qt 5 script development files","BSD-2-clause BSD-3-clause GFDL-NIV-1.3 GPL-2 GPL-2+ GPL-3 with Qt-1.0 exception LGPL-2+ LGPL-2.1 LGPL-2.1+ LGPL-3 LGPL-3 or GPL-2 MPL-1.1 MPL-1.1 or GPL-2+ or LGPL-2.1+"
"ii","qtspeech5-flite-plugin:amd64","5.12.8-0ubuntu1","amd64","Speech library for Qt - Flite plugin","BSD-3-clause GFDL-NIV-1.3 GPL-2+ LGPL-3 LGPL-3 or GPL-2+"
"ii","qttranslations5-l10n","5.12.8-0ubuntu1","all","translations for Qt 5","GPL-3 with Qt-1.0 exception LGPL-2.1"
"ii","qtwayland5:amd64","5.12.8-0ubuntu1","amd64","QtWayland platform plugin","BSD-3-clause Expat GFDL-NIV-1.3 GPL-2 GPL-3 with Qt-1.0 exception HPND LGPL-3 LGPL-3 or GPL-2"
"ii","rake","13.0.1-4","all","ruby make-like utility","Expat"
"ii","rdate","1:1.10-2","amd64","sets the system's date from a remote host with network time protocol","BSD-2-Clause BSD-3-Clause BSD-4-Clause"
"ii","readline-common","8.0-4","all","GNU readline and history libraries, common files","GFDL GPL-3"
"ii","realpath","8.28-lmtrfocal","all","coreutils realpath transitional package","GPL"
"ii","redshift","1.12-linuxmint2","amd64","Adjusts the color temperature of your screen","GPL-3"
"ii","redshift-gtk","1.12-linuxmint2","all","Adjusts the color temperature of your screen with GTK+ integration","GPL-3"
"ii","reiserfsprogs","1:3.6.27-3","amd64","User-level tools for ReiserFS filesystems","GPL-2"
"ii","remmina","1.4.7+ppa202007310936.r9798b07.df03f7ba~ubuntu20.04.1","amd64","GTK+ Remote Desktop Client","Apache-2.0 GPL-2+ with SSL exception"
"ii","remmina-common","1.4.7+ppa202007310936.r9798b07.df03f7ba~ubuntu20.04.1","all","Common files for Remmina","Apache-2.0 GPL-2+ with SSL exception"
"ii","remmina-plugin-rdp:amd64","1.4.7+ppa202007310936.r9798b07.df03f7ba~ubuntu20.04.1","amd64","RDP plugin for Remmina","Apache-2.0 GPL-2+ with SSL exception"
"ii","remmina-plugin-secret:amd64","1.4.7+ppa202007310936.r9798b07.df03f7ba~ubuntu20.04.1","amd64","Secret plugin for Remmina","Apache-2.0 GPL-2+ with SSL exception"
"ii","remmina-plugin-spice:amd64","1.4.7+ppa202007310936.r9798b07.df03f7ba~ubuntu20.04.1","amd64","Spice plugin for Remmina","Apache-2.0 GPL-2+ with SSL exception"
"ii","remmina-plugin-vnc:amd64","1.4.7+ppa202007310936.r9798b07.df03f7ba~ubuntu20.04.1","amd64","VNC plugin for Remmina","Apache-2.0 GPL-2+ with SSL exception"
"ii","rename","1.10-1","all","Perl extension for renaming multiple files","Artistic Artistic or GPL-1+ GPL-1+"
"ii","rfkill","2.34-0.1ubuntu9.1","amd64","tool for enabling and disabling wireless devices","BSD-2-clause BSD-3-clause BSD-4-clause GPL-2 GPL-2+ GPL-3+ LGPL LGPL-2+ LGPL-2.1+ LGPL-3+ MIT public-domain"
"ii","rhythmbox","3.4.4-1ubuntu2","amd64","music player and organizer for GNOME","GPL-2"
"ii","rhythmbox-data","3.4.4-1ubuntu2","all","data files for rhythmbox","GPL-2"
"ii","rhythmbox-plugin-tray-icon","2020.05.21","all","A tray icon plugin for rhythmbox music player","GPL-2+ GPL-3+"
"ii","rhythmbox-plugins","3.4.4-1ubuntu2","amd64","plugins for rhythmbox music player","GPL-2"
"ii","rpcbind","1.2.5-8","amd64","converts RPC program numbers into universal addresses","BSD-3-Clause BSD-4-Clause BSD-4-clause GPL-2.0+ GPL-3 MIT PERMISSIVE"
"ii","rsync","3.1.3-8","amd64","fast, versatile, remote (and local) file-copying tool","GPL-3"
"ii","rsyslog","8.2001.0-1ubuntu1.1","amd64","reliable system and kernel logging daemon","Apache-2.0 BSD-3-clause GPL-3.0+ LGPL-3.0+"
"ii","rtkit","0.12-4","amd64","Realtime Policy and Watchdog Daemon","Expat GPL-3+"
"ii","ruby","1:2.7+1","amd64","Interpreter of object-oriented scripting language Ruby (default version)","RubyLicense"
"ii","ruby-minitest","5.13.0-1","all","Ruby test tools supporting TDD, BDD, mocking, and benchmarking","Expat"
"ii","ruby-net-telnet","0.1.1-2","all","telnet client library","Ruby"
"ii","ruby-power-assert","1.1.7-1","all","library showing values of variables and method calls in an expression","BSD-2-clause BSD-2-clause or Ruby Ruby"
"ii","ruby-test-unit","3.3.5-1","all","unit testing framework for Ruby","BSD-2-clause BSD-2-clause or Ruby BSD-2-clause or Ruby or LGPL-2.1 BSD-2-clause or Ruby, LGPL-2.1 PSF Ruby"
"ii","ruby-xmlrpc","0.3.0-2","all","XMLRPC library for Ruby","Ruby"
"ii","ruby2.7","2.7.0-5ubuntu1.2","amd64","Interpreter of object-oriented scripting language Ruby","3C-BSD AllPermissions Artistic BSD-2-clause BSD-2-clause or Ruby BSD-3-clause CC-BY-3.0-famfamfam CC0 Expat Expat or Ruby GPL-1+ GPL-1+ or Artistic PartialGplArtisticAndRuby Permissive PreserveNotice PublicDomain Ruby SIL-1.1 Unicode zlib/libpng"
"ii","rubygems-integration","1.16","all","integration of Debian Ruby packages with Rubygems","Expat"
"ii","samba","2:4.11.6+dfsg-0ubuntu1.6","amd64","SMB/CIFS file, print, and login server for Unix","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","samba-common","2:4.11.6+dfsg-0ubuntu1.6","all","common files used by both the Samba server and client","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","samba-common-bin","2:4.11.6+dfsg-0ubuntu1.6","amd64","Samba common files used by both the server and the client","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","samba-dsdb-modules:amd64","2:4.11.6+dfsg-0ubuntu1.6","amd64","Samba Directory Services Database","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","samba-libs:amd64","2:4.11.6+dfsg-0ubuntu1.6","amd64","Samba core libraries","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","samba-vfs-modules:amd64","2:4.11.6+dfsg-0ubuntu1.6","amd64","Samba Virtual FileSystem plugins","BSD-3 GPL-3 GPL-3.0+ ISC LGPL-3.0+ MS-ADSL PostgreSQL"
"ii","sane-utils","1.0.29-0ubuntu5.2","amd64","API library for scanners -- utilities","Artistic GFDL-1.1 GPL-2 GPL-2+ GPL-2+ with sane exception LGPL-2.1+"
"ii","sassc","3.6.1-2","amd64","C/C++ port of the Sass CSS precompiler - command-line tool","BSD-2-clause Expat GPL-3+ ISC public-domain"
"ii","sbsigntool","0.9.2-2ubuntu1","amd64","Tools to manipulate signatures on UEFI binaries and drivers","CC0 GPL-3+ GPL-3+ with OpenSSL exception LGPL-2+ LGPL-2.1+ LGPL-3+ MIT"
"ii","screen","4.8.0-1","amd64","terminal multiplexer with VT100/ANSI terminal emulation","GPL-3+"
"ii","screen-resolution-extra","0.18build1","all","Extension for the nvidia-settings control panel","GPL"
"ii","seahorse","3.36-1","amd64","GNOME front end for GnuPG","GFDL-1.1 GPL-2"
